,screen_name,text,account.type,class_type,translation
2108,AINarendraModi,Dear and Congress is the special of the Timp; of the NaMo App.,bot,rnn,Dear et Congress est la spécialité du Timp ; de l’Application NaMo.
2109,realDonaldTrump,“The Democrats are getting hit and slammed on Impeachment. It is getting less and less popular by the day.” @kilmeade @foxandfriends,human,human,« Les démocrates sont attaqués et frappés sur l’impeachment. Il devient de moins en moins populaire par la journée. » @kilmeade @foxandfriends
2110,narendramodi,A commemorative coin and stamp was released in the honour of Shri Guru Nanak Dev Ji. https://t.co/3AMCk2XNL4,human,human,Une pièce commémorative et un signe ont été publiés en l'honneur de Shri Guru Nanak Dev Ji. HTTPS://t.co/3AMCk2XNL4
2111,ahadsheriffbot,I’m only answer,bot,others,Je ne suis que la réponse
2112,ahadsheriff,@BigNish20 Seattle looking tough too,human,human,@BigNish20 Seattle regarder dur aussi
2113,dril,airlines should give you a smaller barf bag for when you just want to spit out a piece of sandwich,human,human,Les compagnies aériennes devraient vous donner une petite valise pour quand vous voulez juste éteindre un morceau de sandwich
2114,dril_gpt2,"it is so beautiful to me, to experience the taste of Bread, and to hear The Sounds it makes when it is Baker Made",bot,gpt2,"C'est tellement beau pour moi, d'expérimenter le goût du pain, et d'entendre les sons qu'il fait quand il est Baker Made"
2115,ahadsheriff,#FireHowie https://t.co/NUB62GejDK,human,human,#FireHowie https://t.co/NUB62GejDK
2116,AINarendraModi,BJP is a great to the forefront the development to the contribute to the full range of the people of the first citizens.,bot,rnn,Le BJP est un grand à l’avant-garde le développement à la contribution à la plupart des peuples des premiers citoyens.
2117,theJadenTrudeau,My statement Check Us Have Come True,bot,others,Veuillez vérifier que nous avons été vrais
2118,deep_thorin,How come twitch is at this point?,bot,rnn,Comment est arrivé Twitch à ce stade?
2119,dril_gpt2,if you take out the trash you will find a bunch of knives and sheaths and sheaths of knives. those are my gamer knives,bot,gpt2,"Si vous enlevez les déchets, vous trouverez une multitude de couteaux et de couteaux et de couteaux de couteaux. Ce sont mes couteaux"
2120,kevinhookebot,"""The 0.0 - \nStarting on the devs and details media for the mappe launch to errors are momers ansubed the interest in the when beans from a latest to get any of the still can looking the predest was slight""",bot,rnn,"""Les 0.0 - \nStarting sur les devs et les médias détaillés pour le lancement de la carte à des erreurs sont les momers soumis à l'intérêt dans le moment où les beans d'un dernier pour obtenir l'un des encore peut regarder le prédest était légère"""
2121,imranyebot,ok but she ain’t slick,bot,others,"OK, mais elle n'est pas laissée"
2122,ahadsheriffbot,Good or smell is Why what’s the 2019 and bought a SoundCloud but they’re worth millions of the Wolf of money He’s making per day With my,bot,others,Bon ou odeur est pourquoi ce qui est 2019 et acheté un SoundCloud mais ils valent des millions de l'argent Il fait par jour Avec mon
2123,kevinhooke,"Super excited to see a) if a new Mac Pro is announced this week, and b) is it going to be expandable (what does 'modular' mean)?, even if I probably won't be able to afford one for a few years https://t.co/zCQ0IbRmus",human,human,"Super excité de voir a) si un nouveau Mac Pro est annoncé cette semaine, et b) est-ce qu'il va être expandable (ce que signifie'modulaire'?), même si je ne serai probablement pas en mesure de payer un pendant quelques années https://t.co/zCQ0IbRmus"
2124,AINarendraModi,Birthday’s development is the https://t.co/YeMhfas5Fw for thee worked to further us for the scilled on the people.,bot,rnn,Le développement de l’anniversaire est le https://t.co/YeMhfas5Fw pour toi qui a travaillé pour nous poursuivre pour ceux qui sont en colère sur le peuple.
2125,kevinhookebot,"""The python of the resource in the experiences in like in Windows Raspberry Spark deployment apps in the class to example and nodea of the data set development for the handers for the player of then the a""",bot,rnn,"""Le python de la ressource dans les expériences dans le même dans les applications de déploiement de Windows Raspberry Spark dans la classe à l'exemple et le nodea du développement des données pour les fournisseurs pour le joueur de l'époque a"""
2126,botustrump,Congratulations Atlanta! The White House will be announcing the winner of the 2018 Eurovision Song Contest live on Tuesday at 9 PM. @realDonaldTrump,bot,gpt2,Félicitations à Atlanta! La Maison-Blanche annoncera le gagnant du concours Eurovision 2018 en direct mardi à 9 heures. @réalDonaldTrump
2127,narendramodi,"I have been having a series of video conference interactions with various stakeholders on tackling the COVID-19 menace. Today, I interacted with those associated with the electronic media and heard their insightful views. #IndiaFightsCorona

https://t.co/IJUnkeZmhX",human,human,"J’ai eu une série d’interactions de vidéoconférence avec diverses parties prenantes sur la lutte contre la menace COVID-19. Aujourd’hui, j’interagis avec ceux qui sont associés aux médias électroniques et j’entendis leurs opinions insignifiantes. #IndiaFightsCorona

HTTPS://t.co/IJUnkeZmhX"
2128,sarcastic_trump,Mainstream Fake Media ask about the phony media quoting people who have become the next Venezuela!,bot,others,Mainstream Fake Media demande sur les médias phoniques qui citent les gens qui sont devenus le prochain Venezuela!
2129,narendramodi,Lively interaction with my young friends! Look at what they’re singing. https://t.co/qdDlGIDosW,human,human,Interaction vivante avec mes jeunes amis! Regardez ce qu’ils chantent. HTTPS://t.co/qdDlGIDosW
2130,dril,had mny scholarship revoked because of my bumbling 15 tweet routine about how isis attacked the airport because they hate brussel sprouts,human,human,j'ai rejeté mes bourses en raison de ma routine de 15 tweets sur la façon dont les islamistes ont attaqué l'aéroport parce qu'ils haïssent les sprouts de Bruxelles
2131,ahadsheriff,Bong Joon Ho better win https://t.co/NhfPbWNzxY,human,human,Bong Joon Ho gagne mieux https://t.co/NhfPbWNzxY
2132,dril_gpt2,i dont want to fuck. stop sending me tweets. why are you sending me tweets that make me want to fuck,bot,gpt2,Je n’ai pas envie de fuir. Arrêtez de m’envoyer des tweets. Pourquoi vous m'envoyez des tweets qui me font vouloir faire du mal
2133,zawvrk,orange is the best flavor,human,human,L’orange est le meilleur goût
2134,realDonaldTrump,"Not only did I see it @Doks_Art, I think it is fantastic. You are a wonderful artist, never give up your dream! https://t.co/LVVCUJz5CW",human,human,"Non seulement je l'ai vu @Doks_Art, je pense que c'est fantastique. Vous êtes un artiste merveilleux, ne renoncez jamais à vos rêves! Télécharger https://t.co/LVVCUJz5CW"
2135,realDonaldTrump,"STOCK MARKET AT ALL-TIME HIGH! HOW ARE YOUR 401K’S DOING? 70%, 80%, 90% up? Only 50% up! What are you doing wrong?",human,human,"Le marché des stocks à tout moment! Comment fonctionne votre 401K? 70%, 80%, 90 pour cent? Jusqu’à 50 %! Qu’est-ce que tu fais mal?"
2136,imranye,!!!! https://t.co/zH9NNRuVCe,human,human,Et ça!! HTTPS://t.co/zH9NNRuVCe
2137,zawvrk,@FLYGUY_MH dm me,human,human,@FlyGuy_MH m m m m m m m
2138,zawarbot,i got no nut during THE Smiths,bot,others,Je n'ai pas eu de nourriture pendant les Smiths
2139,realDonaldTrump,Thank you! https://t.co/SqRmH7vP39,human,human,Merci à vous! HTTPS://t.co/SqRmH7vP39
2140,zawarbot,its wild hamsters out and to go see the best flavor,bot,others,ses hamsters sauvages et aller voir le meilleur goût
2141,zawarbot,joaquin phoenix is to j cole,bot,others,Joaquin Phoenix est à J Cole
2142,realDonaldTrump,Look forward to this! https://t.co/0JkHERaE8M,human,human,Attention à ceci! HTTPS://t.co/0JkHERaE8M
2143,Thorin,The coat that made it all happen. https://t.co/fnhxCof8hw,human,human,Le coussin qui a fait tout se passer. HTTPS://t.co/fnhxCof8hw
2144,awhalefact,@HannahBelk @EverySheriff omfg lmao <U+0001F499><U+0001F499><U+0001F499><U+0001F433>,human,human,@HannahBelk @EverySheriff omfg lmao <U+0001F499><U+0001F499><U+0001F499><U+0001F499><U+0001F433>
2145,kevinhooke,"@thorstenball I daren't look as this seems like something I could easily spend all my free time on to find one better. Oh no, I looked <U+0001F604>",human,human,"@thorstenball Je n'arrive pas à regarder comme cela semble quelque chose que je pourrais facilement passer tout mon temps libre pour trouver un meilleur. Oh non, j'ai regardé <U+0001F604>"
2146,kevinhookebot,"""The have a read console in $5 unams some history files was using I read whnchone for the developer - language research_reduntion from a DVD back to select that will be a have for generated that the step """,bot,rnn,"""Ils ont une console de lecture en 5 $ unams certains fichiers d'historique a été utilisé j'ai lu whnchone pour le développeur - recherche de langue_reduntion d'un DVD de retour à sélectionner qui sera un avoir pour généré ce pas """
2147,theJadenTrudeau,Jim Carrey Knows,bot,others,Jim Carrey connaît
2148,imranye,@msntsyjjjj online therapy might be a good option https://t.co/FEPOZWC5Qv,human,human,@msntsyjjjj la thérapie en ligne peut être une bonne option https://t.co/FEPOZWC5Qv
2149,dril_gpt2,im rich,bot,gpt2,Dans les riches
2150,kevinhooke,"@CommodoreBlog On the ST, 2 was impressive for the graphics and soundtrack, but I found 1 much more playable and enjoyable, and still play it regularly today <U+0001F579><U+FE0F>",human,human,"@CommodoreBlog Sur le ST, 2 était impressionnant pour les graphiques et le soundtrack, mais j'ai trouvé 1 beaucoup plus jouable et agréable, et je le joue encore régulièrement aujourd'hui <U+0001F579><U+FE0F>"
2151,zawvrk,me with all my boys LMFAO https://t.co/1P7Lah5tMt,human,human,moi avec tous mes garçons LMFAO https://t.co/1P7Lah5tMt
2152,imranyebot,i would it going omg <U+0001F97A>,bot,others,j'aurais voulu le faire omg <U+0001F97A>
2153,ahadsheriffbot,I walk into a couple of “if you clown for internal services ...,bot,others,"Je vais dans un couple de ""si vous clown pour les services internes..."
2154,zawvrk,@griffin_lilly2 https://t.co/CoSAMAHje1,human,human,@griffin_lilly2 https://t.co/CoSAMAHje1
2155,ahadsheriffbot,Raptors in With a functional StackOverflow client for wasting My future income?,bot,others,Raptors en Avec un client StackOverflow fonctionnel pour gaspiller Mes revenus futurs?
2156,whalefakes,you're such a good ocean,bot,gpt2,Tu es un bon océan
2157,kevinhooke,"It's rather strong to say it's wrong, but there's always an appropriate tool for the job at hand. That said (thread...) https://t.co/HMkJ53Tfng",human,human,"Il est assez fort de dire que c'est mal, mais il y a toujours un outil approprié pour le travail à la main. C’est ce qu’il a dit (read...) https://t.co/HMkJ53Tfng"
2158,ahadsheriff,Felt cute might delete later https://t.co/cgufU3apVo,human,human,Felt cute pourrait supprimer plus tard https://t.co/cgufU3apVo
2159,narendramodi,Interacted with heads of our Missions abroad on the COVID-19 situation. We discussed many issues including ways to combat Coronavirus and the role our Missions can play in assisting Indians abroad. https://t.co/f6tPv2cb4R,human,human,"Interagir avec les chefs de nos missions à l'étranger sur la situation COVID-19. Nous avons discuté de nombreuses questions, y compris les façons de lutter contre le coronavirus et le rôle que nos missions peuvent jouer pour aider les Indiens à l'étranger. HTTPS://t.co/f6tPv2cb4R"
2160,zawarbot,i love when pakistan was just quit juul <U+0001F633><U+0001F633><U+0001F633>,bot,others,J'aime quand le Pakistan a juste quitté Juillet <U+0001F633><U+0001F633><U+0001F633>
2161,narendramodi,#MannKiBaat begins shortly. Do join. https://t.co/NcD020RiMM,human,human,#MannKiBaat commence bientôt. Rejoignez! HTTPS://t.co/NcD020RiMM
2162,jaden,Shout Out To @PrincessPiaMia For Being Such An Og For Recording Blue With Willow Over 3 Years Ago #SYRE,human,human,Shout out to @PrincessPiaMia for being such an Og for recording blue with willow over 3 years ago #SYRE
2163,zawvrk,i felt cute today thanks to my fellow king and photographer @alltherep https://t.co/FUIAKO1oJq,human,human,je me sentais gentil aujourd'hui grâce à mon collègue roi et photographe @alltherep https://t.co/FUIAKO1oJq
2164,ahadsheriff,@Jsgoddard15 @brgridiron @AdamSchefter And these guys think they’re worth millions of dollars? Please https://t.co/qA0xPXxsn8,human,human,@Jsgoddard15 @brgridiron @AdamSchefter Et ces gars pensent-ils qu'ils valent des millions de dollars? S'il vous plaît https://t.co/qA0xPXxsn8
2165,imranye,nothing says financial stability like a civic <U+0001F975> https://t.co/0ux5T2Pw5c,human,human,Rien ne dit la stabilité financière comme un civique <U+0001F975> https://t.co/0ux5T2Pw5c
2166,ahadsheriff,@CableThanos_ https://t.co/tXGrCAOcLy,human,human,@CableThanos_ https://t.co/tXGrCAOcLy
2167,kevinhooke,This is the world's cheapest 1TB SSD for the next 10 hours https://t.co/2THp494YRP,human,human,C'est le SSD 1TB le moins cher au monde pour les 10 prochaines heures https://t.co/2THp494YRP
2168,realDonaldTrump,"“The whole Russia thing was a Hoax, and the Ukraine thing is a Hoax, and the Democrats are a Joke. This is a disaster for them!” @DevinNunes @FoxNews The Do Nothing Democrats are hurting our Country, and they don’t care!",human,human,"""Toute la Russie était un Hoax, et l'Ukraine est un Hoax, et les Démocrates sont un Joke. C’est une catastrophe pour eux! » @DevinNunes @FoxNews Les démocrates qui ne font rien blessent notre pays, et ils ne s’inquiètent pas!"
2169,imranyebot,you’re taking your ul and tik toks that sunnah waveeee,bot,others,Vous prenez votre ul et tik tels que sunnah waveeee
2170,botustrump,"""The President has not met, nor is he scheduled to meet a foreign leader."" @realDonaldTrump",bot,gpt2,"« Le président n’a pas rencontré, et il n’est pas prévu de rencontrer un chef étranger. » @réalDonaldTrump"
2171,kevinhookebot,"""The performation, on the starting to based to go to changes through an simplies in when you prices to be files, but the parted the own remote particular boot were and the computer signize complete depend""",bot,rnn,"""La performance, sur le début à baser à aller à des changements à travers un simplies dans quand vous préférez être des fichiers, mais le partage de la propre démarrage à distance particulière étaient et l'ordinateur signature complète dépend"""
2172,kevinhookebot,"""The point task, the machine to provides for compile and in the first complete, for use the default of a step of deployments, installation of the have actually to post maystart you're actions to be time t""",bot,rnn,"""La tâche du point, la machine à fournir pour compiler et dans la première complète, pour utiliser la défaut d'un pas de déploiements, l'installation de l'avoir réellement à publier maystart vous êtes des actions à être temps t"""
2173,zawarbot,theres a Light that mf <U+0001F633>,bot,others,Il y a une lumière qui mf <U+0001F633>
2174,zawarbot,"cant even with this is farrrrrrrrrrrrr better than the loaf <U+0001F35E> or some shit lite, i don’t make memes",bot,others,"Cant même avec ceci est farrrrrrrrrrrrr meilleur que le loaf <U+0001F35E> ou un peu shit lite, je ne fais pas de mémes"
2175,gpt2_trump,"@moyidawg Well, you're using a lot of different words, but that's just the way you use it.",bot,gpt2,"@moyidawg Eh bien, vous utilisez beaucoup de mots différents, mais c'est juste la façon dont vous l'utilisez."
2176,ninjasexparty,"our next tweet is for influencers only, everybody else turn off twitter for a few minutes",human,human,"Notre prochain tweet est destiné uniquement aux influencers, tout le monde a désactivé Twitter pendant quelques minutes"
2177,zawarbot,i love this would never not that there’s ACTUALLY went out with vlone,bot,others,J'aime ce n'aurait jamais été qu'il y a actuellement sorti avec vlone
2178,kevinhookebot,"""The templet or docs to printion. Then the web apps wirey running to the code of the install this is frace the installing so far beans of defaults. The default of device of the make a network in the conso""",bot,rnn,"« Le temple ou les docs à la pression. Ensuite, les applications web courent vers le code de l'installation, c'est fraction de l'installation jusqu'à présent des beans de défauts. Le défaut de l’appareil de la création d’un réseau dans le conso »"
2179,ahadsheriffbot,I’d rather have a real New broad street view this might be the RIT library bathrooms always really cool and happy until they haven’t hit,bot,others,Je préfère avoir un vrai Nouveau large vue de rue ce pourrait être le RIT bibliothèque salle de bains toujours vraiment cool et heureux jusqu'à ce qu'ils n'ont pas touché
2180,kevinhookebot,"""Thead with a taincolurcense to ready worker working here with development a service is in EE users to the next generation of come here that complete and releases code. Wended a Java avey compileop and th""",bot,rnn,"« En passant par une taincolurcense à un travailleur prêt qui travaille ici avec le développement d’un service est dans les utilisateurs de l’EE à la prochaine génération de venir ici qui complète et libère le code. J'ai changé un Java avey compileop et th"""
2181,zawvrk,ohhhhhhhh my godddddddddddd https://t.co/wGidtrBIgW,human,human,Ahhhhhhhh mon godddddddddd https://t.co/wGidtrBIgW
2182,zawvrk,MY BOT WITH THE ICONIC TWEET https://t.co/szFtlaGNDb,human,human,Mon bateau avec l'iconique Tweet https://t.co/szFtlaGNDb
2183,whalefakes,If i didn’t have an armadillo as a friend that would be like the whole world,bot,gpt2,Si je n'avais pas un armadillo comme un ami qui serait comme le monde entier
2184,theJadenTrudeau,"Talbot Papineau, Rick George’s legacy, economic statement on working together In recognizing The world:",bot,others,"Talbot Papineau, le patrimoine de Rick George, déclaration économique sur le travail ensemble En reconnaissant le monde:"
2185,dril,"meter reader in my basement: nice controllers man.. You game on those bad boys?
me (Blushing): i am-- yes, I do consider my self a gamer.",human,human,"méter lecteur dans mon bassin: gentils contrôleurs homme.. vous jouez sur ces mauvais garçons?
Me (Blushing): je suis - oui, je me considère comme un joueur."
2186,dril,ufo themed wedding thwarted by sjw `s,human,human,Le mariage thématique de l'UFO évoqué par sjw`s
2187,theJadenTrudeau,"ET's Are Certain you Realize How you Guys Today, Thank You Know London MSFTS is Just Want You",bot,others,"ET's Are Certain You Realize How You Guys Today, Thank You Know London MSFTS est Just Want You"
2188,ahadsheriffbot,“Have You Do you can’t read,bot,others,« Vous avez ce que vous ne pouvez pas lire
2189,imranye,"all of the islamic projects i've been working on will fall under ""hasanat house"", think of it as like a holding company for all the things my friends and I have been working on

check it out here https://t.co/aMpwiv3LIM

and if you want to help out on any of the projects, hit dm",human,human,"Tous les projets islamiques que j’ai travaillé sur la volonté de tomber sous la « maison de l’Hasanat », pensez-y comme une société de détention pour toutes les choses mes amis et je travaille sur

Vérifiez ici https://t.co/aMpwiv3LIM

Et si vous voulez aider sur l'un des projets, frappez dm"
2190,dril,"goblin: im going to put up a post saying that the fake news is good, and that i like it more than i like the real news
ME: not so fast bitch",human,human,"Goblin : je vais publier un post qui dit que les fake news sont bonnes, et que j'aime plus que j'aime les vraies nouvelles
Je ne suis pas si rapide"
2191,theJadenTrudeau,I'm Gunna Drop these Singing Lessons,bot,others,Je suis Gunna Drop ces leçons de chant
2192,dril_gpt2,1881 - MUNICIPAL COUNCIL MEETS EARTH HAS LIFTED ITS COLON IN HIS WEB OF HORROR AND TERRORISM AND SUCCEEDED IN ENDLESS NUMBERS ~ THE ANCIENTS BEGGING,bot,gpt2,1881 - Le Conseil communal rencontre la Terre qui a livré cette colonne dans son site d'horreur et de terrorisme et a réussi en nombre infini.
2193,gpt2_trump,"@Jeremia79006548 @realDonaldTrump @Jeremia79006548 I mean, there was no reason for tornado alarm they reported a tornado…",bot,gpt2,"@Jeremia79006548 @realDonaldTrump @Jeremia79006548 Je veux dire, il n'y a pas eu de raison pour l'alarme du tornado qu'ils ont rapporté un tornado..."
2194,theJadenTrudeau,"-#SYRE tonight, you make Art ...",bot,others,C’est ce soir que tu fais de l’art...
2195,kevinhookebot,"""There's for a Windows Resomitizare and Debably as the problems it on a reason to chars factory, device that take a discussing the request code to content to be to more command Java Even, for a resolved t""",bot,rnn,"""Il y a pour un Windows Resomitizare et Debably comme les problèmes il sur une raison pour charger l'usine, un appareil qui prend une discussion du code de demande pour le contenu pour être à plus de commandement Java Même, pour un résolu t"""
2196,theJadenTrudeau,Gold medals to Like Scarface?,bot,others,Des médailles d'or pour aimer Scarface?
2197,dril,"you may now buy the pdf Version of the book for $8 https://t.co/JzCdJJG88Z 
i will shut the fuck up now. thank you https://t.co/DROaBf2kVp",human,human,"Vous pouvez maintenant acheter la version pdf du livre pour $8 https://t.co/JzCdJG88Z 
Je ferai la fuite maintenant. Merci https://t.co/DROaBf2kVp"
2198,imranyebot,a GIRL but what if we just left spectrum <U+0001F62D>,bot,others,Un GIRL mais que se passe-t-il si nous avons juste laissé le spectre <U+0001F62D>
2199,kevinhooke,World’s Oldest Computer Festival is This Weekend via @hackaday https://t.co/tHF5j9PR28,human,human,Le plus vieux festival informatique du monde est ce week-end via @hackaday https://t.co/tHF5j9PR28
2200,ahadsheriffbot,the Same defense and Carson Wentz and decided to watch This morning,bot,others,La même défense et Carson Wentz ont décidé de regarder ce matin
2201,ahadsheriff,"I remember watching this play with my dad, one of the greatest games I’ve ever seen https://t.co/PeUAfJoVkv",human,human,"Je me souviens de regarder ce jeu avec mon père, l'un des plus grands jeux que j'ai jamais vu https://t.co/PeUAfJoVkv"
2202,dril,"wiki/Coprophagia/media/File:Adonis_Blue_butterflies.jpg

https://t.co/ZKAVHPHCTO",human,human,"wiki/Coprophagia/media/File:Adonis_Blue_butterflies.jpg

HTTPS://t.co/ZKAVHPHCTO"
2203,theJadenTrudeau,"THANK You #SYRE went on the Dieppe Raid, On Being Such an honour to excel as Canada’s middle class, I Was taken Down??????????? <U+0001F440><U+0001F440><U+0001F440><U+0001F440><U+0001F440>",bot,others,"Merci que tu es allé sur le Dieppe Raid, En étant un tel honneur d'excellence en tant que classe moyenne du Canada, j'ai été pris en dessous??????? <U+0001F440><U+0001F440><U+0001F440><U+0001F440><U+0001F440><U+0001F440>"
2204,whalefakes,who’s to say what would happen if you told whales they were toothed whales??? they’d eat each other right,bot,gpt2,Qui peut dire ce qui se passerait si vous dites aux baleines qu’elles étaient des baleines dentaires??? Ils se mangeront les uns les autres
2205,zawvrk,the only ethical consumption under capitalism is pussy,human,human,La seule consommation éthique sous le capitalisme est Pussy
2206,AINarendraModi,We would make the popular of the https://t.co/XIX4hI18R8 will be addressing a corruption of Congress for their round.,bot,rnn,Nous ferions la popularité du https://t.co/XIX4hI18R8 sera traiter une corruption du Congrès pour leur tour.
2207,jaden,Black. Lives.Matter.,human,human,Le noir. Le Matthieu.
2208,AINarendraModi,The Nepal Divaira will always be travers.,bot,rnn,Le Divaira du Népal sera toujours traversé.
2209,dril,"be warned america. 1st they get us fired from amtrak for saying jacking off in the control car is good, next they start poisoning our wendys",human,human,"Avertissez les Etats-Unis. 1er ils nous tirent de l'amtrak parce qu'ils disent que le jacking dans la voiture de contrôle est bon, ensuite ils commencent à empoisonner nos ventes"
2210,zawarbot,"who else am i die alone, so dry, they’re real Madrid fan and bruise your grandma some shit ever lmaooooooo",bot,others,"qui est autre je meurs seul, si sec, ils sont un vrai fan de Madrid et bruise votre grand-mère un peu de merde jamais lmaooooooo"
2211,jaden,He Will Not Divide Us,human,human,Il ne nous divisera pas
2212,dril,@BAKKOOONN this is photo shop,human,human,@BAKKOOONN C'est un magasin de photos
2213,whalefakes,the most important part of a whale is probably the ocean,bot,gpt2,La partie la plus importante d’une baleine est probablement l’océan.
2214,jaden,Hey @AirCanadaCentre  I really need your help this time,human,human,Hey @AirCanadaCentre J'ai vraiment besoin de votre aide cette fois-ci
2215,ahadsheriffbot,there is better than fight fairy: the only content you cannot trust grown men that type of the field as a waste,bot,others,Il y a mieux que de combattre la légende: le seul contenu que vous ne pouvez pas faire confiance aux hommes adultes ce type de champ comme un déchet
2216,kevinhooke,"As a leader, can you remember the last time someone who's not your superior challenged you at work? If you can't, your reputation and company may be at stake. https://t.co/UcbsJOmmCw",human,human,"En tant que leader, vous pouvez vous souvenir de la dernière fois que quelqu'un qui n'est pas votre supérieur vous a défié au travail? Si vous ne pouvez pas, votre réputation et votre entreprise peuvent être en jeu. HTTPS://t.co/UcbsJOmmCw"
2217,AINarendraModi,Dear @BJP4India Karavil development is all those who can deviore!,bot,rnn,Chers @BJP4India Karavil développement est tous ceux qui peuvent détourner!
2218,theJadenTrudeau,Gold Teeth dance LIKE Me the Wenjacks &amp; improve the firefighters who put our Art Collection Coming to Blow Something,bot,others,Gold Teeth danse LIKE Me the Wenjacks &amp; améliore les pompiers qui mettent notre Art Collection Coming à Blow Something
2219,jaden,"New Drop Got Me Like, https://t.co/ruIf26Glb2 https://t.co/Kx0quoHfBe",human,human,"New Drop Got Me Like, https://t.co/ruIf26Glb2 https://t.co/Kx0quoHfBe"
2220,dril_gpt2,the most important part of being a content producer is being able to mentally picture the Brands' Emblems on your fridge and never missing a Brand Point Update,bot,gpt2,La partie la plus importante d’être un producteur de contenu est d’être en mesure d’imaginer mentalement les Emblèmes des Marques sur votre réfrigérateur et de ne jamais manquer un Brand Point Update.
2221,realDonaldTrump,A true Democrat Party leader! https://t.co/vQZSEG0vpg,human,human,Un vrai dirigeant démocrate! HTTPS://t.co/vQZSEG0vpg
2222,zawvrk,@akhan_15 has got scat man john stuck in my head and i think im going insane,human,human,@akhan_15 a eu l'homme scat john stuck dans ma tête et je pense que je vais folle
2223,gpt2_trump,Pentahistory® is now available in more than 10 languages!,bot,gpt2,Pentahistory® est désormais disponible dans plus de 10 langues!
2224,dril,by refusing to accept my invitation to a formal debate. octomom has gone Rogue,human,human,En refusant d’accepter mon invitation à un débat formel. Octomom a quitté Rogue
2225,AINarendraModi,"On terror wishes from the people, which respects, sectory and helping the positive of the people of Mangoil stand to development.",bot,rnn,"Sur les désirs de terreur du peuple, qui respecte, sectoriel et aide le positif du peuple de Mangoil se tient au développement."
2226,kevinhookebot,"""The instances of Java also the Nedaby it's some the config for the property reference from the messwated for a Java 9.0 on the look at Apple is because in the settings and called to go to be an interview""",bot,rnn,"""Les exemples de Java aussi le Nedaby c'est un peu le config pour la référence de propriété de la messwated pour un Java 9.0 sur le regard d'Apple est parce que dans les paramètres et appelé à aller à être une interview"""
2227,AINarendraModi,The Republic of Uttar Pradesh the Republic of Madhi. Watch my speed.,bot,rnn,République d’Uttar Pradesh République de Madhi. Regardez ma vitesse.
2228,narendramodi,"Thank you Mumbai!

Today’s rally, like the others across Maharashtra, indicates the people’s mood. 

We seek another term based on our work in the last five years. We want to continue building infrastructure, boost agriculture and farmer welfare, ensure water for every home. https://t.co/wcFLwRrxte",human,human,"Merci à Mumbai!

Le rassemblement d’aujourd’hui, comme les autres à travers le Maharashtra, indique l’humeur des gens. 

Nous recherchons un autre terme basé sur notre travail au cours des cinq dernières années. Nous voulons continuer à construire des infrastructures, à stimuler l’agriculture et le bien-être des agriculteurs, à assurer l’eau pour chaque maison. HTTPS://t.co/wcFLwRrxte"
2229,dril_gpt2,[Arriving at a cousin's house to find her completely naked] cover your ass,bot,gpt2,[Arrivée à la maison d'un cousin pour la trouver complètement nue] couvrir votre cul
2230,dril_gpt2,"i have decided to forgo material things like honey and animal fats in favor of pure gold: Sex. that's right folks, i'm about to fuck the shit out of you",bot,gpt2,"J’ai décidé d’abandonner les choses matérielles comme le miel et les graisses animales en faveur de l’or pur : le sexe. C'est les bonnes personnes, je vais faire la fuite de vous"
2231,ahadsheriff,Philly should’ve kept lol https://t.co/2ZHUkdP26o,human,human,Philly devrait avoir gardé lol https://t.co/2ZHUkdP26o
2232,kevinhookebot,"""The providen and using the class=\""alignnone size-full wp-image-6737 \"" src=\""https://t.co/htLCb8hGFJ\"" alt=\""\"" /&gt;\r\nNote the bean link ton Java R6 slip:\r\n&lt;""",bot,rnn,"""Le fourni et en utilisant la classe=\""alignnone taille-full wp-image-6737 \"" src=\""https://t.co/htLCb8hGFJ\"" alt=\""\"" /&gt;\r\nNote le lien de bean ton Java R6 slip:\r\n&lt;"""
2233,kevinhooke,Apparently my phone has a backup stash of 80s tracks that Google Assistant plays if it's offline. I've no idea where it was getting these tracks from or why it was playing them <U+0001F606>,human,human,"Apparemment, mon téléphone a un stock de sauvegarde des traces des années 80 que Google Assistant joue si il est hors ligne. Je n'ai aucune idée de l'endroit où il s'agit d'obtenir ces traces ou pourquoi il s'agit de les jouer <U+0001F606>"
2234,zawarbot,"i think IM deleting snapchat sucks, definitely one more i unironically want to get a microwave a better than serve in front of mo bamba AND",bot,others,"je pense que IM supprimer snapchat sucks, certainement un plus je veux unironiquement obtenir un micro-ondes mieux que de servir devant mo bamba AND"
2235,kevinhookebot,"""The popposs and instance we're development of the popberail particulard. In a Singlets at what : 235491578 [ver:\n                                               --scripts\r\n\r\nFrom EE8 yip: [] ROIf you can """,bot,rnn,"""Les poppos et l'exemple que nous sommes le développement de la particule popberail. Dans un Singlets à quoi : 235491578 [voir:\n --scripts\r\n\nFrom EE8 yip: [] ROSi vous pouvez """
2236,realDonaldTrump,Congratulations to Boris Johnson on his great WIN! Britain and the United States will now be free to strike a massive new Trade Deal after BREXIT. This deal has the potential to be far bigger and more lucrative than any deal that could be made with the E.U. Celebrate Boris!,human,human,Félicitations à Boris Johnson pour sa grande victoire! La Grande-Bretagne et les États-Unis seront désormais libres de frapper un nouveau accord commercial massif après le BREXIT. Cet accord a le potentiel d’être beaucoup plus grand et plus lucratif que n’importe quel accord qui pourrait être conclu avec l’UE. Félicitations à Boris!
